product_id,price,scraped_at,url
milk_off,N/A,2025-12-13T19:04:13.595548,https://world.openfoodfacts.org/product/3017620422003
bread_off,N/A,2025-12-13T19:04:14.667217,https://world.openfoodfacts.org/product/8008698011396
chocolate_off,N/A,2025-12-13T19:04:16.750680,https://world.openfoodfacts.org/product/737628064502
milk_off,N/A,2025-12-13T19:29:01.225206,https://world.openfoodfacts.org/product/3017620422003
bread_off,N/A,2025-12-13T19:29:01.695986,https://world.openfoodfacts.org/product/8008698011396
chocolate_off,N/A,2025-12-13T19:29:02.709793,https://world.openfoodfacts.org/product/737628064502
